Serial Number,Location,Bedrooms,Bathrooms,price(USD),Property Type,owner_id,Start Date,End Date,property_id,max,no_of_occupiers,seeker_id
203,"Heliopolis, Tahrir Street, Building 416, Floor 2",1,2,3000,Room,667,3/1/2024,7/5/2024,667,5,1,[905]
204,"Mohandessin, Tahrir Street, Building 753, Floor 4",3,3,1800,Flat,678,3/1/2024,6/15/2024,678,1,1,[598]
205,"Zamalek, Pyramids Street, Building 157, Floor 10",3,2,1500,Room,25,3/1/2024,7/9/2024,25,1,4,"[895, 828, 374, 276]"
206,"Maadi, Sphinx Street, Building 666, Floor 5",1,3,2800,Room,961,3/1/2024,10/6/2024,961,3,1,[459]
207,"Maadi, Nile Corniche, Building 215, Floor 9",4,1,2000,House,791,3/1/2024,11/29/2024,791,1,1,[206]
208,"Heliopolis, Tahrir Street, Building 572, Floor 9",4,3,1800,Flat,420,3/1/2024,11/15/2024,420,2,3,"[631, 90, 97]"
209,"Zamalek, Sphinx Street, Building 674, Floor 12",3,2,2800,Room,634,3/1/2024,8/10/2024,634,5,3,"[371, 642, 622]"
210,"Zamalek, El Nil Street, Building 582, Floor 13",3,3,2000,House,447,3/1/2024,6/8/2024,447,4,0,empty
211,"Mohandessin, Sphinx Street, Building 934, Floor 13",2,3,2000,House,181,3/1/2024,6/17/2024,181,2,4,"[635, 128, 333, 173]"
212,"Zamalek, Sphinx Street, Building 34, Floor 4",2,2,2000,Room,893,3/1/2024,1/11/2025,893,5,0,empty
213,"Zamalek, Nile Corniche, Building 830, Floor 12",3,2,1500,House,291,3/1/2024,8/21/2024,291,2,3,"[933, 811, 595]"
214,"Maadi, El Nil Street, Building 507, Floor 5",2,2,2000,Room,806,3/1/2024,9/6/2024,806,5,2,"[589, 251]"
215,"Maadi, Nile Corniche, Building 938, Floor 1",2,1,2000,Room,977,3/1/2024,2/11/2025,977,2,3,"[55, 890, 770]"
216,"Maadi, Tahrir Street, Building 476, Floor 10",2,3,2500,Room,973,3/1/2024,8/1/2024,973,2,1,[1]
217,"Mohandessin, Pyramids Street, Building 855, Floor 13",4,2,2000,Flat,537,3/1/2024,12/18/2024,537,4,1,[12]
218,"Mohandessin, Nile Corniche, Building 445, Floor 6",2,1,1800,House,856,3/1/2024,1/11/2025,856,4,4,"[68, 421, 166, 401]"
219,"Zamalek, Pyramids Street, Building 448, Floor 8",2,3,1800,Flat,579,3/1/2024,12/14/2024,579,5,3,"[620, 931, 275]"
220,"Dokki, Sphinx Street, Building 824, Floor 4",3,2,2000,House,570,3/1/2024,9/5/2024,570,5,0,empty
221,"Heliopolis, Pyramids Street, Building 777, Floor 1",2,2,2000,House,503,3/1/2024,7/4/2024,503,4,4,"[386, 362, 248, 37]"
222,"Heliopolis, Pyramids Street, Building 223, Floor 5",3,2,2500,House,510,3/1/2024,8/23/2024,510,2,2,"[316, 745]"
223,"Dokki, Pyramids Street, Building 185, Floor 11",3,2,1500,House,215,3/1/2024,10/3/2024,215,4,3,"[703, 318, 221]"
224,"Maadi, Tahrir Street, Building 40, Floor 11",4,1,3000,Flat,994,3/1/2024,11/15/2024,994,4,0,empty
225,"Dokki, Nile Corniche, Building 305, Floor 12",2,1,2500,Room,889,3/1/2024,9/18/2024,889,2,4,"[611, 232, 834, 268]"
226,"Heliopolis, Nile Corniche, Building 450, Floor 13",4,3,2500,Room,967,3/1/2024,10/20/2024,967,4,2,"[874, 437]"
227,"Heliopolis, Tahrir Street, Building 519, Floor 11",1,3,2200,Flat,77,3/1/2024,8/5/2024,77,4,1,[156]
228,"Maadi, El Nil Street, Building 273, Floor 3",4,1,1500,Room,613,3/1/2024,8/21/2024,613,1,3,"[56, 5, 722]"
229,"Maadi, Tahrir Street, Building 456, Floor 5",2,2,1500,Room,449,3/1/2024,11/18/2024,449,1,2,"[312, 631]"
230,"Heliopolis, El Nil Street, Building 435, Floor 2",4,2,1500,Flat,614,3/1/2024,10/2/2024,614,1,0,empty
231,"Zamalek, El Nil Street, Building 710, Floor 4",1,2,1500,Flat,390,3/1/2024,7/3/2024,390,1,4,"[561, 179, 642, 542]"
232,"Dokki, Pyramids Street, Building 948, Floor 10",2,1,1800,Room,36,3/1/2024,1/25/2025,36,5,3,"[279, 644, 562]"
233,"Zamalek, Sphinx Street, Building 490, Floor 12",1,3,1800,Flat,47,3/1/2024,7/21/2024,47,5,2,"[52, 18]"
234,"Mohandessin, Sphinx Street, Building 307, Floor 9",1,3,3000,Flat,72,3/1/2024,9/20/2024,72,3,4,"[797, 707, 409, 264]"
235,"Zamalek, Tahrir Street, Building 236, Floor 2",3,2,3000,Room,793,3/1/2024,6/27/2024,793,1,3,"[656, 997, 377]"
236,"Heliopolis, Nile Corniche, Building 562, Floor 7",2,3,3000,Room,813,3/1/2024,7/26/2024,813,3,4,"[609, 923, 220, 20]"
237,"Dokki, Pyramids Street, Building 970, Floor 1",1,2,2800,House,641,3/1/2024,2/3/2025,641,1,0,empty
238,"Heliopolis, Pyramids Street, Building 461, Floor 11",4,2,1500,Flat,548,3/1/2024,7/4/2024,548,1,1,[909]
239,"Zamalek, Pyramids Street, Building 826, Floor 12",4,2,1800,Room,96,3/1/2024,7/20/2024,96,1,2,"[940, 892]"
240,"Dokki, Sphinx Street, Building 607, Floor 6",3,3,1500,House,8,3/1/2024,8/3/2024,8,2,1,[726]
241,"Heliopolis, El Nil Street, Building 758, Floor 11",2,3,2200,House,9,3/1/2024,2/19/2025,9,5,0,empty
242,"Zamalek, Tahrir Street, Building 665, Floor 6",2,3,1800,House,974,3/1/2024,6/21/2024,974,1,3,"[601, 623, 132]"
243,"Dokki, Sphinx Street, Building 714, Floor 9",1,1,3000,Flat,433,3/1/2024,7/17/2024,433,5,0,empty
244,"Mohandessin, El Nil Street, Building 591, Floor 11",3,3,1800,Room,539,3/1/2024,12/9/2024,539,4,3,"[163, 866, 66]"
245,"Zamalek, Sphinx Street, Building 755, Floor 6",2,3,3000,Room,212,3/1/2024,11/20/2024,212,5,2,"[784, 527]"
246,"Heliopolis, El Nil Street, Building 317, Floor 6",1,3,2800,Flat,204,3/1/2024,6/14/2024,204,5,2,"[98, 502]"
247,"Zamalek, Pyramids Street, Building 858, Floor 7",3,2,2500,House,834,3/1/2024,2/26/2025,834,5,1,[297]
248,"Zamalek, Pyramids Street, Building 853, Floor 7",4,2,1800,Room,386,3/1/2024,7/18/2024,386,5,3,"[164, 923, 839]"
249,"Mohandessin, Pyramids Street, Building 792, Floor 11",4,2,2000,House,4,3/1/2024,12/15/2024,4,5,0,empty
250,"Maadi, Tahrir Street, Building 73, Floor 4",2,1,1800,Flat,22,3/1/2024,12/9/2024,22,4,3,"[161, 942, 188]"
251,"Zamalek, Tahrir Street, Building 346, Floor 6",2,1,2000,House,187,3/1/2024,12/4/2024,187,5,3,"[167, 525, 868]"
252,"Maadi, Pyramids Street, Building 335, Floor 9",3,2,2000,House,31,3/1/2024,9/23/2024,31,4,3,"[843, 905, 247]"
253,"Mohandessin, Sphinx Street, Building 435, Floor 10",4,2,1800,Flat,759,3/1/2024,6/14/2024,759,4,2,"[856, 793]"
254,"Mohandessin, Tahrir Street, Building 565, Floor 7",3,2,1800,Room,82,3/1/2024,10/15/2024,82,5,3,"[532, 492, 85]"
255,"Zamalek, Pyramids Street, Building 552, Floor 1",1,2,1800,Flat,431,3/1/2024,10/26/2024,431,3,0,empty
256,"Heliopolis, Pyramids Street, Building 482, Floor 5",1,1,1800,Flat,384,3/1/2024,8/12/2024,384,1,0,empty
257,"Dokki, El Nil Street, Building 520, Floor 7",3,1,3000,House,576,3/1/2024,7/5/2024,576,5,3,"[521, 523, 504]"
258,"Maadi, Sphinx Street, Building 316, Floor 6",3,1,2200,House,494,3/1/2024,8/15/2024,494,5,1,[792]
259,"Zamalek, El Nil Street, Building 417, Floor 7",4,2,2000,Room,87,3/1/2024,6/14/2024,87,4,4,"[546, 598, 416, 940]"
260,"Mohandessin, Nile Corniche, Building 109, Floor 1",2,1,2800,House,561,3/1/2024,10/16/2024,561,3,4,"[683, 574, 213, 649]"
261,"Zamalek, Pyramids Street, Building 828, Floor 3",1,1,2200,House,921,3/1/2024,10/24/2024,921,4,1,[321]
262,"Zamalek, Pyramids Street, Building 467, Floor 5",1,3,2000,House,461,3/1/2024,2/4/2025,461,2,2,"[609, 210]"
263,"Heliopolis, El Nil Street, Building 438, Floor 2",4,1,2000,Flat,499,3/1/2024,11/4/2024,499,3,2,"[780, 556]"
264,"Heliopolis, El Nil Street, Building 360, Floor 13",3,1,3000,Flat,968,3/1/2024,1/23/2025,968,1,4,"[906, 861, 380, 447]"
265,"Dokki, Tahrir Street, Building 109, Floor 5",2,2,2800,House,695,3/1/2024,12/9/2024,695,2,1,[609]
266,"Maadi, El Nil Street, Building 566, Floor 1",4,3,2000,Flat,242,3/1/2024,1/19/2025,242,4,2,"[643, 522]"
267,"Heliopolis, El Nil Street, Building 928, Floor 5",1,1,3000,Room,948,3/1/2024,10/28/2024,948,1,2,"[49, 798]"
268,"Mohandessin, El Nil Street, Building 654, Floor 6",3,2,3000,Room,754,3/1/2024,6/21/2024,754,5,2,"[879, 981]"
269,"Maadi, El Nil Street, Building 508, Floor 4",3,1,1800,Room,112,3/1/2024,11/26/2024,112,1,2,"[248, 714]"
270,"Dokki, Sphinx Street, Building 995, Floor 6",2,3,2500,Room,708,3/1/2024,12/7/2024,708,3,2,"[188, 149]"
271,"Dokki, Pyramids Street, Building 431, Floor 5",2,3,2800,House,518,3/1/2024,10/19/2024,518,3,0,empty
272,"Heliopolis, El Nil Street, Building 346, Floor 13",3,1,1500,Flat,459,3/1/2024,6/15/2024,459,3,1,[218]
273,"Dokki, Sphinx Street, Building 96, Floor 12",1,3,2200,Flat,941,3/1/2024,7/17/2024,941,5,0,empty
274,"Heliopolis, Pyramids Street, Building 944, Floor 6",3,2,2800,Room,908,3/1/2024,11/27/2024,908,4,2,"[891, 142]"
275,"Zamalek, El Nil Street, Building 279, Floor 13",1,3,2000,House,812,3/1/2024,7/12/2024,812,5,0,empty
276,"Maadi, Tahrir Street, Building 65, Floor 13",1,2,2500,Room,684,3/1/2024,12/29/2024,684,1,1,[445]
277,"Zamalek, Sphinx Street, Building 2, Floor 7",2,3,1800,House,131,3/1/2024,7/3/2024,131,1,0,empty
278,"Zamalek, Nile Corniche, Building 60, Floor 11",1,3,1500,House,559,3/1/2024,12/23/2024,559,5,3,"[73, 805, 138]"
279,"Dokki, Nile Corniche, Building 745, Floor 9",4,1,2000,Room,526,3/1/2024,6/5/2024,526,3,2,"[994, 444]"
280,"Dokki, Tahrir Street, Building 100, Floor 12",3,1,3000,Flat,945,3/1/2024,10/28/2024,945,1,1,[950]
281,"Mohandessin, Nile Corniche, Building 231, Floor 13",2,1,1500,Flat,762,3/1/2024,11/8/2024,762,1,3,"[501, 173, 462]"
282,"Heliopolis, El Nil Street, Building 967, Floor 9",4,1,2200,Room,601,3/1/2024,2/25/2025,601,1,0,empty
283,"Mohandessin, Pyramids Street, Building 74, Floor 8",2,2,2500,Flat,191,3/1/2024,10/27/2024,191,1,4,"[145, 647, 755, 741]"
284,"Mohandessin, Nile Corniche, Building 98, Floor 5",2,2,2200,Flat,379,3/1/2024,11/12/2024,379,3,2,"[751, 85]"
285,"Heliopolis, El Nil Street, Building 627, Floor 13",4,2,3000,Room,129,3/1/2024,2/6/2025,129,5,4,"[91, 892, 393, 602]"
286,"Heliopolis, Pyramids Street, Building 13, Floor 4",2,3,1800,Flat,489,3/1/2024,8/26/2024,489,4,1,[904]
287,"Mohandessin, Nile Corniche, Building 532, Floor 1",4,3,1500,House,375,3/1/2024,7/22/2024,375,3,3,"[709, 974, 785]"
288,"Mohandessin, Sphinx Street, Building 859, Floor 11",2,1,2200,House,224,3/1/2024,9/30/2024,224,4,3,"[984, 419, 448]"
289,"Maadi, Tahrir Street, Building 761, Floor 3",3,3,2800,Room,186,3/1/2024,7/27/2024,186,4,3,"[500, 389, 536]"
290,"Maadi, Sphinx Street, Building 31, Floor 8",3,3,2200,Room,121,3/1/2024,12/11/2024,121,5,0,empty
291,"Mohandessin, Pyramids Street, Building 630, Floor 10",3,1,2800,Flat,329,3/1/2024,6/19/2024,329,1,3,"[912, 805, 832]"
292,"Dokki, El Nil Street, Building 942, Floor 1",3,3,2000,Room,159,3/1/2024,12/25/2024,159,2,2,"[52, 599]"
293,"Dokki, El Nil Street, Building 793, Floor 1",2,1,1500,Room,445,3/1/2024,2/5/2025,445,3,1,[421]
294,"Mohandessin, El Nil Street, Building 441, Floor 1",2,3,3000,House,905,3/1/2024,2/1/2025,905,3,3,"[71, 884, 635]"
295,"Heliopolis, El Nil Street, Building 766, Floor 12",3,1,2500,Room,865,3/1/2024,10/31/2024,865,5,4,"[195, 441, 918, 807]"
296,"Zamalek, Sphinx Street, Building 930, Floor 11",2,1,2500,House,192,3/1/2024,8/30/2024,192,4,2,"[408, 328]"
297,"Dokki, Sphinx Street, Building 881, Floor 3",2,2,1800,House,302,3/1/2024,8/19/2024,302,3,1,[426]
298,"Zamalek, Sphinx Street, Building 7, Floor 5",3,3,2000,Flat,709,3/1/2024,7/21/2024,709,3,4,"[16, 228, 877, 915]"
299,"Dokki, Pyramids Street, Building 619, Floor 7",1,3,2000,Room,423,3/1/2024,11/9/2024,423,2,0,empty
300,"Heliopolis, El Nil Street, Building 160, Floor 10",3,3,1800,Flat,844,3/1/2024,7/17/2024,844,1,0,empty
301,"Heliopolis, Tahrir Street, Building 400, Floor 9",4,3,2200,Flat,319,3/1/2024,12/1/2024,319,4,3,"[350, 383, 781]"
302,"Zamalek, Tahrir Street, Building 607, Floor 13",4,1,3000,House,626,3/1/2024,1/4/2025,626,3,1,[712]
303,"Zamalek, Tahrir Street, Building 782, Floor 12",1,1,2000,Room,568,3/1/2024,9/5/2024,568,2,2,"[623, 367]"
304,"Zamalek, El Nil Street, Building 215, Floor 5",4,2,1500,Flat,188,3/1/2024,11/27/2024,188,3,2,"[164, 839]"
305,"Maadi, Pyramids Street, Building 16, Floor 7",4,1,1800,Flat,418,3/1/2024,12/25/2024,418,4,4,"[770, 112, 915, 755]"
306,"Zamalek, Pyramids Street, Building 312, Floor 2",3,3,1800,House,725,3/1/2024,7/27/2024,725,1,4,"[93, 279, 860, 234]"
307,"Heliopolis, Sphinx Street, Building 705, Floor 6",1,1,2500,Flat,452,3/1/2024,12/13/2024,452,2,2,"[324, 511]"
308,"Dokki, Pyramids Street, Building 177, Floor 6",2,1,3000,Flat,731,3/1/2024,10/21/2024,731,3,2,"[920, 493]"
309,"Mohandessin, El Nil Street, Building 18, Floor 10",1,1,2000,Flat,789,3/1/2024,2/19/2025,789,1,3,"[656, 643, 905]"
310,"Dokki, Sphinx Street, Building 311, Floor 9",4,2,3000,Room,590,3/1/2024,8/31/2024,590,1,4,"[518, 340, 955, 410]"
311,"Zamalek, Nile Corniche, Building 446, Floor 1",4,1,2000,Room,128,3/1/2024,11/15/2024,128,1,2,"[735, 197]"
312,"Heliopolis, Nile Corniche, Building 437, Floor 8",2,2,2800,Flat,354,3/1/2024,11/24/2024,354,4,3,"[933, 993, 892]"
313,"Dokki, Pyramids Street, Building 196, Floor 12",1,3,1500,Room,426,3/1/2024,11/15/2024,426,2,0,empty
314,"Zamalek, Tahrir Street, Building 503, Floor 9",1,1,2800,Room,443,3/1/2024,11/18/2024,443,4,2,"[602, 962]"
315,"Zamalek, Sphinx Street, Building 296, Floor 13",4,1,2000,House,715,3/1/2024,11/19/2024,715,4,4,"[666, 798, 963, 837]"
316,"Heliopolis, Tahrir Street, Building 119, Floor 8",3,3,1800,House,907,3/1/2024,11/21/2024,907,4,1,[381]
317,"Zamalek, El Nil Street, Building 871, Floor 9",3,2,2200,House,541,3/1/2024,12/11/2024,541,3,4,"[372, 350, 828, 556]"
318,"Heliopolis, Tahrir Street, Building 604, Floor 7",1,2,1500,House,580,3/1/2024,1/27/2025,580,5,3,"[740, 897, 522]"
319,"Dokki, El Nil Street, Building 962, Floor 3",2,3,2500,Room,808,3/1/2024,12/7/2024,808,4,1,[880]
320,"Zamalek, Tahrir Street, Building 282, Floor 6",2,2,3000,Room,840,3/1/2024,6/28/2024,840,3,0,empty
321,"Heliopolis, Sphinx Street, Building 163, Floor 12",2,2,2500,House,512,3/1/2024,8/27/2024,512,5,3,"[423, 489, 244]"
322,"Zamalek, Nile Corniche, Building 937, Floor 12",2,1,2200,Room,487,3/1/2024,12/4/2024,487,3,4,"[410, 307, 969, 213]"
323,"Maadi, Tahrir Street, Building 998, Floor 11",1,3,2200,Room,821,3/1/2024,8/24/2024,821,4,0,empty
324,"Maadi, Sphinx Street, Building 772, Floor 6",3,3,1800,Room,949,3/1/2024,9/1/2024,949,5,2,"[368, 714]"
325,"Maadi, El Nil Street, Building 159, Floor 10",2,3,2000,Room,276,3/1/2024,8/14/2024,276,2,2,"[429, 928]"
326,"Heliopolis, Sphinx Street, Building 898, Floor 10",3,1,1500,House,800,3/1/2024,11/30/2024,800,5,3,"[921, 623, 665]"
327,"Maadi, Pyramids Street, Building 714, Floor 7",2,1,1500,House,816,3/1/2024,2/21/2025,816,3,0,empty
328,"Maadi, Nile Corniche, Building 789, Floor 11",3,1,2000,Room,925,3/1/2024,1/6/2025,925,4,3,"[964, 679, 512]"
329,"Heliopolis, Nile Corniche, Building 263, Floor 7",3,3,2000,House,111,3/1/2024,10/7/2024,111,4,0,empty
330,"Heliopolis, Tahrir Street, Building 610, Floor 6",2,3,2500,Room,456,3/1/2024,2/27/2025,456,5,1,[645]
331,"Heliopolis, El Nil Street, Building 216, Floor 12",3,2,2200,Flat,288,3/1/2024,8/23/2024,288,4,1,[254]
332,"Zamalek, Pyramids Street, Building 518, Floor 4",3,3,1500,Flat,699,3/1/2024,7/13/2024,699,2,2,"[632, 791]"
333,"Zamalek, El Nil Street, Building 57, Floor 12",1,3,1800,Flat,946,3/1/2024,1/2/2025,946,2,3,"[48, 908, 733]"
334,"Heliopolis, Nile Corniche, Building 267, Floor 1",1,3,1800,House,870,3/1/2024,7/14/2024,870,2,3,"[568, 397, 875]"
335,"Maadi, El Nil Street, Building 406, Floor 3",3,1,2800,Room,57,3/1/2024,8/27/2024,57,2,0,empty
336,"Maadi, El Nil Street, Building 656, Floor 12",2,3,1800,Flat,114,3/1/2024,10/13/2024,114,4,3,"[925, 756, 663]"
337,"Heliopolis, Sphinx Street, Building 916, Floor 3",3,2,1500,Flat,39,3/1/2024,10/20/2024,39,1,2,"[146, 692]"
338,"Dokki, Nile Corniche, Building 949, Floor 1",1,1,3000,Room,32,3/1/2024,6/17/2024,32,4,1,[236]
339,"Mohandessin, Pyramids Street, Building 176, Floor 4",2,1,2200,Room,737,3/1/2024,1/6/2025,737,5,3,"[918, 131, 946]"
340,"Maadi, El Nil Street, Building 306, Floor 4",4,2,1800,House,148,3/1/2024,8/4/2024,148,5,2,"[965, 520]"
341,"Heliopolis, Sphinx Street, Building 248, Floor 3",3,1,2200,Flat,891,3/1/2024,7/22/2024,891,5,4,"[996, 340, 740, 506]"
342,"Dokki, Tahrir Street, Building 887, Floor 9",3,1,2000,House,817,3/1/2024,8/10/2024,817,4,4,"[52, 898, 450, 63]"
343,"Dokki, Sphinx Street, Building 123, Floor 8",2,2,2800,Room,721,3/1/2024,6/13/2024,721,3,2,"[401, 884]"
344,"Heliopolis, Sphinx Street, Building 882, Floor 9",3,3,1800,Flat,411,3/1/2024,8/8/2024,411,4,1,[709]
345,"Heliopolis, Pyramids Street, Building 433, Floor 8",4,2,1800,Room,786,3/1/2024,2/18/2025,786,3,3,"[788, 328, 973]"
346,"Zamalek, El Nil Street, Building 492, Floor 10",2,1,1800,Flat,863,3/1/2024,7/23/2024,863,3,2,"[32, 1000]"
347,"Dokki, Pyramids Street, Building 287, Floor 1",4,1,2500,Flat,133,3/1/2024,2/20/2025,133,5,0,empty
348,"Heliopolis, Pyramids Street, Building 726, Floor 9",1,1,2000,Room,903,3/1/2024,12/18/2024,903,2,1,[54]
349,"Zamalek, Tahrir Street, Building 861, Floor 5",3,1,1500,House,986,3/1/2024,11/16/2024,986,4,1,[859]
350,"Mohandessin, Sphinx Street, Building 636, Floor 11",2,1,2000,Room,770,3/1/2024,11/24/2024,770,2,0,empty
351,"Maadi, Sphinx Street, Building 145, Floor 12",2,3,2800,Room,143,3/1/2024,10/4/2024,143,4,0,empty
352,"Dokki, Pyramids Street, Building 377, Floor 13",3,2,2000,Room,162,3/1/2024,7/26/2024,162,1,3,"[428, 545, 153]"
353,"Zamalek, Sphinx Street, Building 522, Floor 4",1,3,1800,House,141,3/1/2024,6/30/2024,141,1,0,empty
354,"Dokki, Pyramids Street, Building 812, Floor 9",1,1,1800,House,161,3/1/2024,8/19/2024,161,4,0,empty
355,"Dokki, Tahrir Street, Building 317, Floor 7",1,1,1500,House,886,3/1/2024,2/22/2025,886,2,3,"[556, 488, 634]"
356,"Mohandessin, Pyramids Street, Building 596, Floor 2",4,3,1800,Room,109,3/1/2024,7/3/2024,109,4,0,empty
357,"Dokki, Nile Corniche, Building 998, Floor 11",4,3,1500,House,251,3/1/2024,6/7/2024,251,4,0,empty
358,"Dokki, Pyramids Street, Building 631, Floor 6",2,3,1800,Room,307,3/1/2024,10/29/2024,307,1,3,"[635, 872, 974]"
359,"Maadi, Tahrir Street, Building 514, Floor 7",2,1,2500,Room,208,3/1/2024,8/20/2024,208,4,0,empty
360,"Dokki, Tahrir Street, Building 29, Floor 9",3,2,3000,Room,312,3/1/2024,11/26/2024,312,4,3,"[862, 366, 465]"
361,"Maadi, Sphinx Street, Building 315, Floor 6",2,3,2000,Flat,750,3/1/2024,6/30/2024,750,4,2,"[838, 628]"
362,"Dokki, Tahrir Street, Building 830, Floor 3",3,1,1500,Room,654,3/1/2024,11/16/2024,654,2,3,"[558, 536, 622]"
363,"Dokki, Pyramids Street, Building 704, Floor 8",2,3,2200,Room,92,3/1/2024,2/15/2025,92,5,4,"[757, 326, 516, 820]"
364,"Mohandessin, El Nil Street, Building 976, Floor 1",4,2,2500,House,515,3/1/2024,7/24/2024,515,4,2,"[198, 962]"
365,"Maadi, Sphinx Street, Building 494, Floor 2",4,2,2800,House,364,3/1/2024,1/13/2025,364,3,4,"[803, 764, 83, 504]"
366,"Dokki, Nile Corniche, Building 951, Floor 6",4,1,2000,Flat,417,3/1/2024,9/28/2024,417,5,4,"[545, 559, 485, 132]"
367,"Dokki, Nile Corniche, Building 747, Floor 7",3,3,2000,House,66,3/1/2024,1/6/2025,66,1,3,"[169, 854, 420]"
368,"Maadi, El Nil Street, Building 169, Floor 4",1,3,1800,Room,704,3/1/2024,9/25/2024,704,2,2,"[801, 937]"
369,"Dokki, Tahrir Street, Building 281, Floor 10",3,1,1500,House,950,3/1/2024,1/5/2025,950,5,2,"[416, 307]"
370,"Heliopolis, Nile Corniche, Building 610, Floor 2",2,3,2000,House,283,3/1/2024,9/18/2024,283,5,3,"[611, 999, 268]"
371,"Zamalek, Pyramids Street, Building 261, Floor 11",2,3,1800,Flat,93,3/1/2024,2/20/2025,93,2,2,"[646, 254]"
372,"Zamalek, Nile Corniche, Building 556, Floor 4",3,2,3000,House,857,3/1/2024,7/18/2024,857,1,4,"[270, 962, 22, 340]"
373,"Zamalek, Pyramids Street, Building 940, Floor 12",2,3,2500,Room,151,3/1/2024,2/13/2025,151,4,4,"[337, 507, 691, 909]"
374,"Maadi, Tahrir Street, Building 351, Floor 2",2,2,1500,Flat,716,3/1/2024,8/23/2024,716,1,3,"[652, 49, 158]"
375,"Dokki, Nile Corniche, Building 16, Floor 8",2,2,1500,Flat,137,3/1/2024,6/17/2024,137,3,3,"[844, 740, 151]"
376,"Dokki, Nile Corniche, Building 254, Floor 4",2,1,2500,Flat,62,3/1/2024,10/26/2024,62,3,4,"[898, 72, 116, 461]"
377,"Zamalek, Tahrir Street, Building 330, Floor 11",1,1,3000,Room,274,3/1/2024,8/7/2024,274,2,4,"[198, 371, 887, 690]"
378,"Dokki, Sphinx Street, Building 612, Floor 9",1,1,2000,Flat,874,3/1/2024,1/28/2025,874,1,2,"[957, 301]"
379,"Zamalek, Tahrir Street, Building 334, Floor 13",2,1,1500,Room,881,3/1/2024,10/20/2024,881,2,2,"[686, 445]"
380,"Zamalek, Nile Corniche, Building 101, Floor 9",4,2,1800,Flat,962,3/1/2024,1/12/2025,962,5,3,"[101, 89, 202]"
381,"Mohandessin, Sphinx Street, Building 1, Floor 6",1,2,1500,Flat,642,3/1/2024,6/30/2024,642,5,4,"[877, 339, 866, 412]"
382,"Zamalek, Pyramids Street, Building 861, Floor 6",3,1,3000,Room,474,3/1/2024,5/30/2024,474,5,1,[804]
383,"Maadi, El Nil Street, Building 521, Floor 3",1,2,1500,Flat,648,3/1/2024,6/3/2024,648,3,3,"[694, 32, 85]"
384,"Heliopolis, Tahrir Street, Building 599, Floor 13",1,3,2000,Flat,575,3/1/2024,6/20/2024,575,1,2,"[567, 795]"
385,"Mohandessin, El Nil Street, Building 509, Floor 3",1,3,2800,House,218,3/1/2024,10/8/2024,218,4,2,"[288, 705]"
386,"Zamalek, Tahrir Street, Building 338, Floor 5",4,2,1800,House,913,3/1/2024,11/12/2024,913,4,2,"[218, 916]"
387,"Zamalek, El Nil Street, Building 466, Floor 10",4,3,3000,Room,536,3/1/2024,10/15/2024,536,4,2,"[461, 358]"
388,"Maadi, El Nil Street, Building 432, Floor 3",3,1,2800,Room,55,3/1/2024,8/17/2024,55,2,2,"[441, 586]"
389,"Maadi, Tahrir Street, Building 435, Floor 3",3,2,2800,House,313,3/1/2024,12/14/2024,313,1,1,[287]
390,"Dokki, Tahrir Street, Building 148, Floor 12",4,3,1500,Room,547,3/1/2024,12/10/2024,547,3,0,empty
391,"Mohandessin, El Nil Street, Building 324, Floor 5",1,3,2800,Flat,138,3/1/2024,2/22/2025,138,5,0,empty
392,"Zamalek, Sphinx Street, Building 415, Floor 6",1,2,1500,House,746,3/1/2024,1/7/2025,746,5,1,[980]
393,"Mohandessin, Nile Corniche, Building 56, Floor 12",2,1,1800,Flat,867,3/1/2024,12/22/2024,867,1,0,empty
394,"Heliopolis, Pyramids Street, Building 579, Floor 3",3,3,3000,Flat,766,3/1/2024,12/8/2024,766,4,3,"[108, 899, 357]"
395,"Mohandessin, Tahrir Street, Building 590, Floor 2",4,1,1800,Flat,358,3/1/2024,11/23/2024,358,5,3,"[944, 198, 242]"
396,"Dokki, Sphinx Street, Building 92, Floor 10",3,3,2000,Flat,304,3/1/2024,10/2/2024,304,2,4,"[876, 432, 404, 496]"
397,"Heliopolis, Nile Corniche, Building 534, Floor 3",1,1,2500,House,514,3/1/2024,9/1/2024,514,5,3,"[572, 126, 599]"
398,"Mohandessin, Tahrir Street, Building 395, Floor 2",1,1,2800,House,719,3/1/2024,10/19/2024,719,2,3,"[109, 749, 938]"
399,"Zamalek, Sphinx Street, Building 928, Floor 2",1,3,2500,Room,342,3/1/2024,11/22/2024,342,5,0,empty
400,"Maadi, El Nil Street, Building 916, Floor 13",2,1,1500,Flat,944,3/1/2024,9/22/2024,944,1,0,empty
401,"Mohandessin, El Nil Street, Building 168, Floor 4",2,2,1500,Room,872,3/1/2024,9/16/2024,872,4,4,"[999, 381, 672, 471]"
402,"Dokki, El Nil Street, Building 331, Floor 8",4,3,1500,House,398,3/1/2024,6/16/2024,398,4,1,[262]
403,"Heliopolis, Sphinx Street, Building 127, Floor 6",1,1,2000,Flat,833,3/1/2024,9/25/2024,833,3,1,[714]
404,"Maadi, El Nil Street, Building 893, Floor 12",4,3,2000,House,168,3/1/2024,12/3/2024,168,4,4,"[883, 739, 827, 800]"
405,"Maadi, Sphinx Street, Building 796, Floor 8",3,3,2000,House,562,3/1/2024,2/12/2025,562,4,0,empty
