Serial Number,Location,Bedrooms,Bathrooms,price(USD),Property Type,owner_id,Start Date,End Date,property_id,max,no_of_occupiers,seeker_id
204,"Mohandessin, Tahrir Street, Building 753, Floor 4",3,3,1800,Flat,678,2024-03-01,2024-06-15,678,1,0,
205,"Zamalek, Pyramids Street, Building 157, Floor 10",3,2,1500,Room,25,2024-03-01,2024-07-09,25,1,1,[273]
206,"Maadi, Sphinx Street, Building 666, Floor 5",1,3,2800,Room,961,2024-03-01,2024-10-06,961,3,4,"[175, 128, 19, 135]"
207,"Maadi, Nile Corniche, Building 215, Floor 9",4,1,2000,House,791,2024-03-01,2024-11-29,791,1,1,[906]
208,"Heliopolis, Tahrir Street, Building 572, Floor 9",4,3,1800,Flat,420,2024-03-01,2024-11-15,420,2,3,"[630, 733, 719]"
209,"Zamalek, Sphinx Street, Building 674, Floor 12",3,2,2800,Room,634,2024-03-01,2024-08-10,634,5,1,[273]
210,"Zamalek, El Nil Street, Building 582, Floor 13",3,3,2000,House,447,2024-03-01,2024-06-08,447,4,2,"[470, 276]"
211,"Mohandessin, Sphinx Street, Building 934, Floor 13",2,3,2000,House,181,2024-03-01,2024-06-17,181,2,0,
212,"Zamalek, Sphinx Street, Building 34, Floor 4",2,2,2000,Room,893,2024-03-01,2025-01-11,893,5,3,"[315, 228, 410]"
213,"Zamalek, Nile Corniche, Building 830, Floor 12",3,2,1500,House,291,2024-03-01,2024-08-21,291,2,2,"[613, 562]"
214,"Maadi, El Nil Street, Building 507, Floor 5",2,2,2000,Room,806,2024-03-01,2024-09-06,806,5,4,"[798, 103, 971, 994]"
215,"Maadi, Nile Corniche, Building 938, Floor 1",2,1,2000,Room,977,2024-03-01,2025-02-11,977,2,3,"[542, 625, 857]"
216,"Maadi, Tahrir Street, Building 476, Floor 10",2,3,2500,Room,973,2024-03-01,2024-08-01,973,2,4,"[972, 682, 762, 242]"
217,"Mohandessin, Pyramids Street, Building 855, Floor 13",4,2,2000,Flat,537,2024-03-01,2024-12-18,537,4,3,"[240, 438, 231]"
218,"Mohandessin, Nile Corniche, Building 445, Floor 6",2,1,1800,House,856,2024-03-01,2025-01-11,856,4,1,[238]
219,"Zamalek, Pyramids Street, Building 448, Floor 8",2,3,1800,Flat,579,2024-03-01,2024-12-14,579,5,3,"[877, 945, 333]"
220,"Dokki, Sphinx Street, Building 824, Floor 4",3,2,2000,House,570,2024-03-01,2024-09-05,570,5,2,"[817, 229]"
221,"Heliopolis, Pyramids Street, Building 777, Floor 1",2,2,2000,House,503,2024-03-01,2024-07-04,503,4,2,"[355, 690]"
222,"Heliopolis, Pyramids Street, Building 223, Floor 5",3,2,2500,House,510,2024-03-01,2024-08-23,510,2,0,
223,"Dokki, Pyramids Street, Building 185, Floor 11",3,2,1500,House,215,2024-03-01,2024-10-03,215,4,3,"[773, 610, 10]"
224,"Maadi, Tahrir Street, Building 40, Floor 11",4,1,3000,Flat,994,2024-03-01,2024-11-15,994,4,1,[189]
225,"Dokki, Nile Corniche, Building 305, Floor 12",2,1,2500,Room,889,2024-03-01,2024-09-18,889,2,3,"[256, 281, 983]"
226,"Heliopolis, Nile Corniche, Building 450, Floor 13",4,3,2500,Room,967,2024-03-01,2024-10-20,967,4,4,"[957, 286, 271, 172]"
227,"Heliopolis, Tahrir Street, Building 519, Floor 11",1,3,2200,Flat,77,2024-03-01,2024-08-05,77,4,1,[214]
228,"Maadi, El Nil Street, Building 273, Floor 3",4,1,1500,Room,613,2024-03-01,2024-08-21,613,1,1,[697]
229,"Maadi, Tahrir Street, Building 456, Floor 5",2,2,1500,Room,449,2024-03-01,2024-11-18,449,1,3,"[931, 389, 870]"
230,"Heliopolis, El Nil Street, Building 435, Floor 2",4,2,1500,Flat,614,2024-03-01,2024-10-02,614,1,4,"[899, 59, 191, 375]"
231,"Zamalek, El Nil Street, Building 710, Floor 4",1,2,1500,Flat,390,2024-03-01,2024-07-03,390,1,0,
232,"Dokki, Pyramids Street, Building 948, Floor 10",2,1,1800,Room,36,2024-03-01,2025-01-25,36,5,3,"[199, 816, 921]"
233,"Zamalek, Sphinx Street, Building 490, Floor 12",1,3,1800,Flat,47,2024-03-01,2024-07-21,47,5,0,
234,"Mohandessin, Sphinx Street, Building 307, Floor 9",1,3,3000,Flat,72,2024-03-01,2024-09-20,72,3,3,"[38, 329, 990]"
235,"Zamalek, Tahrir Street, Building 236, Floor 2",3,2,3000,Room,793,2024-03-01,2024-06-27,793,1,0,
236,"Heliopolis, Nile Corniche, Building 562, Floor 7",2,3,3000,Room,813,2024-03-01,2024-07-26,813,3,1,[425]
237,"Dokki, Pyramids Street, Building 970, Floor 1",1,2,2800,House,641,2024-03-01,2025-02-03,641,1,1,[12]
238,"Heliopolis, Pyramids Street, Building 461, Floor 11",4,2,1500,Flat,548,2024-03-01,2024-07-04,548,1,4,"[680, 154, 685, 598]"
239,"Zamalek, Pyramids Street, Building 826, Floor 12",4,2,1800,Room,96,2024-03-01,2024-07-20,96,1,0,
240,"Dokki, Sphinx Street, Building 607, Floor 6",3,3,1500,House,8,2024-03-01,2024-08-03,8,2,2,"[276, 426]"
241,"Heliopolis, El Nil Street, Building 758, Floor 11",2,3,2200,House,9,2024-03-01,2025-02-19,9,5,1,[792]
242,"Zamalek, Tahrir Street, Building 665, Floor 6",2,3,1800,House,974,2024-03-01,2024-06-21,974,1,2,"[124, 768]"
243,"Dokki, Sphinx Street, Building 714, Floor 9",1,1,3000,Flat,433,2024-03-01,2024-07-17,433,5,0,
244,"Mohandessin, El Nil Street, Building 591, Floor 11",3,3,1800,Room,539,2024-03-01,2024-12-09,539,4,0,
245,"Zamalek, Sphinx Street, Building 755, Floor 6",2,3,3000,Room,212,2024-03-01,2024-11-20,212,5,0,
246,"Heliopolis, El Nil Street, Building 317, Floor 6",1,3,2800,Flat,204,2024-03-01,2024-06-14,204,5,4,"[939, 737, 824, 194]"
247,"Zamalek, Pyramids Street, Building 858, Floor 7",3,2,2500,House,834,2024-03-01,2025-02-26,834,5,3,"[49, 495, 898]"
248,"Zamalek, Pyramids Street, Building 853, Floor 7",4,2,1800,Room,386,2024-03-01,2024-07-18,386,5,3,"[406, 458, 743]"
249,"Mohandessin, Pyramids Street, Building 792, Floor 11",4,2,2000,House,4,2024-03-01,2024-12-15,4,5,2,"[376, 320]"
250,"Maadi, Tahrir Street, Building 73, Floor 4",2,1,1800,Flat,22,2024-03-01,2024-12-09,22,4,4,"[633, 511, 477, 552]"
251,"Zamalek, Tahrir Street, Building 346, Floor 6",2,1,2000,House,187,2024-03-01,2024-12-04,187,5,2,"[629, 72]"
252,"Maadi, Pyramids Street, Building 335, Floor 9",3,2,2000,House,31,2024-03-01,2024-09-23,31,4,2,"[293, 556]"
253,"Mohandessin, Sphinx Street, Building 435, Floor 10",4,2,1800,Flat,759,2024-03-01,2024-06-14,759,4,2,"[182, 300]"
254,"Mohandessin, Tahrir Street, Building 565, Floor 7",3,2,1800,Room,82,2024-03-01,2024-10-15,82,5,3,"[716, 962, 469]"
255,"Zamalek, Pyramids Street, Building 552, Floor 1",1,2,1800,Flat,431,2024-03-01,2024-10-26,431,3,0,
256,"Heliopolis, Pyramids Street, Building 482, Floor 5",1,1,1800,Flat,384,2024-03-01,2024-08-12,384,1,4,"[115, 873, 487, 26]"
257,"Dokki, El Nil Street, Building 520, Floor 7",3,1,3000,House,576,2024-03-01,2024-07-05,576,5,4,"[477, 695, 617, 548]"
258,"Maadi, Sphinx Street, Building 316, Floor 6",3,1,2200,House,494,2024-03-01,2024-08-15,494,5,3,"[240, 737, 622]"
259,"Zamalek, El Nil Street, Building 417, Floor 7",4,2,2000,Room,87,2024-03-01,2024-06-14,87,4,3,"[676, 268, 710]"
260,"Mohandessin, Nile Corniche, Building 109, Floor 1",2,1,2800,House,561,2024-03-01,2024-10-16,561,3,1,[732]
261,"Zamalek, Pyramids Street, Building 828, Floor 3",1,1,2200,House,921,2024-03-01,2024-10-24,921,4,2,"[665, 313]"
262,"Zamalek, Pyramids Street, Building 467, Floor 5",1,3,2000,House,461,2024-03-01,2025-02-04,461,2,1,[756]
263,"Heliopolis, El Nil Street, Building 438, Floor 2",4,1,2000,Flat,499,2024-03-01,2024-11-04,499,3,2,"[591, 480]"
264,"Heliopolis, El Nil Street, Building 360, Floor 13",3,1,3000,Flat,968,2024-03-01,2025-01-23,968,1,0,
265,"Dokki, Tahrir Street, Building 109, Floor 5",2,2,2800,House,695,2024-03-01,2024-12-09,695,2,2,"[782, 886]"
266,"Maadi, El Nil Street, Building 566, Floor 1",4,3,2000,Flat,242,2024-03-01,2025-01-19,242,4,2,"[167, 721]"
267,"Heliopolis, El Nil Street, Building 928, Floor 5",1,1,3000,Room,948,2024-03-01,2024-10-28,948,1,2,"[732, 205]"
268,"Mohandessin, El Nil Street, Building 654, Floor 6",3,2,3000,Room,754,2024-03-01,2024-06-21,754,5,4,"[532, 597, 316, 173]"
269,"Maadi, El Nil Street, Building 508, Floor 4",3,1,1800,Room,112,2024-03-01,2024-11-26,112,1,1,[798]
270,"Dokki, Sphinx Street, Building 995, Floor 6",2,3,2500,Room,708,2024-03-01,2024-12-07,708,3,4,"[216, 723, 958, 197]"
271,"Dokki, Pyramids Street, Building 431, Floor 5",2,3,2800,House,518,2024-03-01,2024-10-19,518,3,4,"[661, 991, 692, 509]"
272,"Heliopolis, El Nil Street, Building 346, Floor 13",3,1,1500,Flat,459,2024-03-01,2024-06-15,459,3,4,"[759, 90, 222, 996]"
273,"Dokki, Sphinx Street, Building 96, Floor 12",1,3,2200,Flat,941,2024-03-01,2024-07-17,941,5,1,[55]
274,"Heliopolis, Pyramids Street, Building 944, Floor 6",3,2,2800,Room,908,2024-03-01,2024-11-27,908,4,0,
275,"Zamalek, El Nil Street, Building 279, Floor 13",1,3,2000,House,812,2024-03-01,2024-07-12,812,5,4,"[603, 374, 377, 61]"
276,"Maadi, Tahrir Street, Building 65, Floor 13",1,2,2500,Room,684,2024-03-01,2024-12-29,684,1,1,[243]
277,"Zamalek, Sphinx Street, Building 2, Floor 7",2,3,1800,House,131,2024-03-01,2024-07-03,131,1,2,"[813, 603]"
278,"Zamalek, Nile Corniche, Building 60, Floor 11",1,3,1500,House,559,2024-03-01,2024-12-23,559,5,2,"[170, 238]"
279,"Dokki, Nile Corniche, Building 745, Floor 9",4,1,2000,Room,526,2024-03-01,2024-06-05,526,3,3,"[717, 656, 598]"
280,"Dokki, Tahrir Street, Building 100, Floor 12",3,1,3000,Flat,945,2024-03-01,2024-10-28,945,1,2,"[917, 310]"
281,"Mohandessin, Nile Corniche, Building 231, Floor 13",2,1,1500,Flat,762,2024-03-01,2024-11-08,762,1,3,"[958, 333, 651]"
282,"Heliopolis, El Nil Street, Building 967, Floor 9",4,1,2200,Room,601,2024-03-01,2025-02-25,601,1,1,[843]
283,"Mohandessin, Pyramids Street, Building 74, Floor 8",2,2,2500,Flat,191,2024-03-01,2024-10-27,191,1,0,
284,"Mohandessin, Nile Corniche, Building 98, Floor 5",2,2,2200,Flat,379,2024-03-01,2024-11-12,379,3,0,
285,"Heliopolis, El Nil Street, Building 627, Floor 13",4,2,3000,Room,129,2024-03-01,2025-02-06,129,5,2,"[262, 45]"
286,"Heliopolis, Pyramids Street, Building 13, Floor 4",2,3,1800,Flat,489,2024-03-01,2024-08-26,489,4,1,[782]
287,"Mohandessin, Nile Corniche, Building 532, Floor 1",4,3,1500,House,375,2024-03-01,2024-07-22,375,3,0,
288,"Mohandessin, Sphinx Street, Building 859, Floor 11",2,1,2200,House,224,2024-03-01,2024-09-30,224,4,3,"[66, 533, 198]"
289,"Maadi, Tahrir Street, Building 761, Floor 3",3,3,2800,Room,186,2024-03-01,2024-07-27,186,4,3,"[487, 996, 24]"
290,"Maadi, Sphinx Street, Building 31, Floor 8",3,3,2200,Room,121,2024-03-01,2024-12-11,121,5,0,
291,"Mohandessin, Pyramids Street, Building 630, Floor 10",3,1,2800,Flat,329,2024-03-01,2024-06-19,329,1,4,"[970, 247, 371, 36]"
292,"Dokki, El Nil Street, Building 942, Floor 1",3,3,2000,Room,159,2024-03-01,2024-12-25,159,2,4,"[361, 861, 855, 952]"
293,"Dokki, El Nil Street, Building 793, Floor 1",2,1,1500,Room,445,2024-03-01,2025-02-05,445,3,1,[547]
294,"Mohandessin, El Nil Street, Building 441, Floor 1",2,3,3000,House,905,2024-03-01,2025-02-01,905,3,4,"[494, 916, 755, 894]"
295,"Heliopolis, El Nil Street, Building 766, Floor 12",3,1,2500,Room,865,2024-03-01,2024-10-31,865,5,4,"[64, 538, 307, 388]"
296,"Zamalek, Sphinx Street, Building 930, Floor 11",2,1,2500,House,192,2024-03-01,2024-08-30,192,4,2,"[769, 414]"
297,"Dokki, Sphinx Street, Building 881, Floor 3",2,2,1800,House,302,2024-03-01,2024-08-19,302,3,1,[557]
298,"Zamalek, Sphinx Street, Building 7, Floor 5",3,3,2000,Flat,709,2024-03-01,2024-07-21,709,3,0,
299,"Dokki, Pyramids Street, Building 619, Floor 7",1,3,2000,Room,423,2024-03-01,2024-11-09,423,2,4,"[864, 559, 181, 315]"
300,"Heliopolis, El Nil Street, Building 160, Floor 10",3,3,1800,Flat,844,2024-03-01,2024-07-17,844,1,1,[593]
301,"Heliopolis, Tahrir Street, Building 400, Floor 9",4,3,2200,Flat,319,2024-03-01,2024-12-01,319,4,3,"[260, 82, 848]"
302,"Zamalek, Tahrir Street, Building 607, Floor 13",4,1,3000,House,626,2024-03-01,2025-01-04,626,3,1,[905]
303,"Zamalek, Tahrir Street, Building 782, Floor 12",1,1,2000,Room,568,2024-03-01,2024-09-05,568,2,1,[230]
304,"Zamalek, El Nil Street, Building 215, Floor 5",4,2,1500,Flat,188,2024-03-01,2024-11-27,188,3,0,
305,"Maadi, Pyramids Street, Building 16, Floor 7",4,1,1800,Flat,418,2024-03-01,2024-12-25,418,4,1,[305]
306,"Zamalek, Pyramids Street, Building 312, Floor 2",3,3,1800,House,725,2024-03-01,2024-07-27,725,1,1,[313]
307,"Heliopolis, Sphinx Street, Building 705, Floor 6",1,1,2500,Flat,452,2024-03-01,2024-12-13,452,2,1,[463]
308,"Dokki, Pyramids Street, Building 177, Floor 6",2,1,3000,Flat,731,2024-03-01,2024-10-21,731,3,2,"[334, 138]"
309,"Mohandessin, El Nil Street, Building 18, Floor 10",1,1,2000,Flat,789,2024-03-01,2025-02-19,789,1,3,"[390, 619, 292]"
310,"Dokki, Sphinx Street, Building 311, Floor 9",4,2,3000,Room,590,2024-03-01,2024-08-31,590,1,1,[442]
311,"Zamalek, Nile Corniche, Building 446, Floor 1",4,1,2000,Room,128,2024-03-01,2024-11-15,128,1,1,[11]
312,"Heliopolis, Nile Corniche, Building 437, Floor 8",2,2,2800,Flat,354,2024-03-01,2024-11-24,354,4,1,[790]
313,"Dokki, Pyramids Street, Building 196, Floor 12",1,3,1500,Room,426,2024-03-01,2024-11-15,426,2,1,[452]
314,"Zamalek, Tahrir Street, Building 503, Floor 9",1,1,2800,Room,443,2024-03-01,2024-11-18,443,4,4,"[189, 770, 602, 850]"
315,"Zamalek, Sphinx Street, Building 296, Floor 13",4,1,2000,House,715,2024-03-01,2024-11-19,715,4,1,[863]
316,"Heliopolis, Tahrir Street, Building 119, Floor 8",3,3,1800,House,907,2024-03-01,2024-11-21,907,4,2,"[98, 54]"
317,"Zamalek, El Nil Street, Building 871, Floor 9",3,2,2200,House,541,2024-03-01,2024-12-11,541,3,1,[873]
318,"Heliopolis, Tahrir Street, Building 604, Floor 7",1,2,1500,House,580,2024-03-01,2025-01-27,580,5,4,"[937, 967, 664, 600]"
319,"Dokki, El Nil Street, Building 962, Floor 3",2,3,2500,Room,808,2024-03-01,2024-12-07,808,4,0,
320,"Zamalek, Tahrir Street, Building 282, Floor 6",2,2,3000,Room,840,2024-03-01,2024-06-28,840,3,3,"[578, 495, 42]"
321,"Heliopolis, Sphinx Street, Building 163, Floor 12",2,2,2500,House,512,2024-03-01,2024-08-27,512,5,0,
322,"Zamalek, Nile Corniche, Building 937, Floor 12",2,1,2200,Room,487,2024-03-01,2024-12-04,487,3,3,"[5, 991, 519]"
323,"Maadi, Tahrir Street, Building 998, Floor 11",1,3,2200,Room,821,2024-03-01,2024-08-24,821,4,4,"[862, 113, 677, 938]"
324,"Maadi, Sphinx Street, Building 772, Floor 6",3,3,1800,Room,949,2024-03-01,2024-09-01,949,5,2,"[577, 709]"
325,"Maadi, El Nil Street, Building 159, Floor 10",2,3,2000,Room,276,2024-03-01,2024-08-14,276,2,2,"[948, 131]"
326,"Heliopolis, Sphinx Street, Building 898, Floor 10",3,1,1500,House,800,2024-03-01,2024-11-30,800,5,1,[678]
327,"Maadi, Pyramids Street, Building 714, Floor 7",2,1,1500,House,816,2024-03-01,2025-02-21,816,3,2,"[357, 589]"
328,"Maadi, Nile Corniche, Building 789, Floor 11",3,1,2000,Room,925,2024-03-01,2025-01-06,925,4,0,
329,"Heliopolis, Nile Corniche, Building 263, Floor 7",3,3,2000,House,111,2024-03-01,2024-10-07,111,4,3,"[172, 794, 233]"
330,"Heliopolis, Tahrir Street, Building 610, Floor 6",2,3,2500,Room,456,2024-03-01,2025-02-27,456,5,1,[882]
331,"Heliopolis, El Nil Street, Building 216, Floor 12",3,2,2200,Flat,288,2024-03-01,2024-08-23,288,4,2,"[730, 596]"
332,"Zamalek, Pyramids Street, Building 518, Floor 4",3,3,1500,Flat,699,2024-03-01,2024-07-13,699,2,4,"[355, 818, 451, 76]"
333,"Zamalek, El Nil Street, Building 57, Floor 12",1,3,1800,Flat,946,2024-03-01,2025-01-02,946,2,2,"[159, 658]"
334,"Heliopolis, Nile Corniche, Building 267, Floor 1",1,3,1800,House,870,2024-03-01,2024-07-14,870,2,4,"[738, 264, 141, 408]"
335,"Maadi, El Nil Street, Building 406, Floor 3",3,1,2800,Room,57,2024-03-01,2024-08-27,57,2,1,[261]
336,"Maadi, El Nil Street, Building 656, Floor 12",2,3,1800,Flat,114,2024-03-01,2024-10-13,114,4,2,"[794, 524]"
337,"Heliopolis, Sphinx Street, Building 916, Floor 3",3,2,1500,Flat,39,2024-03-01,2024-10-20,39,1,4,"[23, 343, 765, 41]"
338,"Dokki, Nile Corniche, Building 949, Floor 1",1,1,3000,Room,32,2024-03-01,2024-06-17,32,4,2,"[126, 875]"
339,"Mohandessin, Pyramids Street, Building 176, Floor 4",2,1,2200,Room,737,2024-03-01,2025-01-06,737,5,0,
340,"Maadi, El Nil Street, Building 306, Floor 4",4,2,1800,House,148,2024-03-01,2024-08-04,148,5,1,[736]
341,"Heliopolis, Sphinx Street, Building 248, Floor 3",3,1,2200,Flat,891,2024-03-01,2024-07-22,891,5,0,
342,"Dokki, Tahrir Street, Building 887, Floor 9",3,1,2000,House,817,2024-03-01,2024-08-10,817,4,3,"[666, 874, 469]"
343,"Dokki, Sphinx Street, Building 123, Floor 8",2,2,2800,Room,721,2024-03-01,2024-06-13,721,3,4,"[707, 900, 975, 643]"
344,"Heliopolis, Sphinx Street, Building 882, Floor 9",3,3,1800,Flat,411,2024-03-01,2024-08-08,411,4,0,
345,"Heliopolis, Pyramids Street, Building 433, Floor 8",4,2,1800,Room,786,2024-03-01,2025-02-18,786,3,1,[701]
346,"Zamalek, El Nil Street, Building 492, Floor 10",2,1,1800,Flat,863,2024-03-01,2024-07-23,863,3,2,"[78, 348]"
347,"Dokki, Pyramids Street, Building 287, Floor 1",4,1,2500,Flat,133,2024-03-01,2025-02-20,133,5,3,"[216, 858, 467]"
348,"Heliopolis, Pyramids Street, Building 726, Floor 9",1,1,2000,Room,903,2024-03-01,2024-12-18,903,2,4,"[919, 833, 102, 124]"
349,"Zamalek, Tahrir Street, Building 861, Floor 5",3,1,1500,House,986,2024-03-01,2024-11-16,986,4,4,"[987, 798, 220, 810]"
350,"Mohandessin, Sphinx Street, Building 636, Floor 11",2,1,2000,Room,770,2024-03-01,2024-11-24,770,2,4,"[133, 948, 214, 589]"
351,"Maadi, Sphinx Street, Building 145, Floor 12",2,3,2800,Room,143,2024-03-01,2024-10-04,143,4,1,[991]
352,"Dokki, Pyramids Street, Building 377, Floor 13",3,2,2000,Room,162,2024-03-01,2024-07-26,162,1,3,"[545, 831, 525]"
353,"Zamalek, Sphinx Street, Building 522, Floor 4",1,3,1800,House,141,2024-03-01,2024-06-30,141,1,2,"[859, 8]"
354,"Dokki, Pyramids Street, Building 812, Floor 9",1,1,1800,House,161,2024-03-01,2024-08-19,161,4,4,"[789, 275, 249, 150]"
355,"Dokki, Tahrir Street, Building 317, Floor 7",1,1,1500,House,886,2024-03-01,2025-02-22,886,2,1,[22]
356,"Mohandessin, Pyramids Street, Building 596, Floor 2",4,3,1800,Room,109,2024-03-01,2024-07-03,109,4,1,[435]
357,"Dokki, Nile Corniche, Building 998, Floor 11",4,3,1500,House,251,2024-03-01,2024-06-07,251,4,4,"[387, 602, 383, 674]"
358,"Dokki, Pyramids Street, Building 631, Floor 6",2,3,1800,Room,307,2024-03-01,2024-10-29,307,1,2,"[560, 696]"
359,"Maadi, Tahrir Street, Building 514, Floor 7",2,1,2500,Room,208,2024-03-01,2024-08-20,208,4,2,"[125, 31]"
360,"Dokki, Tahrir Street, Building 29, Floor 9",3,2,3000,Room,312,2024-03-01,2024-11-26,312,4,2,"[441, 53]"
361,"Maadi, Sphinx Street, Building 315, Floor 6",2,3,2000,Flat,750,2024-03-01,2024-06-30,750,4,1,[441]
362,"Dokki, Tahrir Street, Building 830, Floor 3",3,1,1500,Room,654,2024-03-01,2024-11-16,654,2,0,
363,"Dokki, Pyramids Street, Building 704, Floor 8",2,3,2200,Room,92,2024-03-01,2025-02-15,92,5,3,"[529, 890, 431]"
364,"Mohandessin, El Nil Street, Building 976, Floor 1",4,2,2500,House,515,2024-03-01,2024-07-24,515,4,3,"[78, 797, 302]"
365,"Maadi, Sphinx Street, Building 494, Floor 2",4,2,2800,House,364,2024-03-01,2025-01-13,364,3,4,"[645, 834, 35, 547]"
366,"Dokki, Nile Corniche, Building 951, Floor 6",4,1,2000,Flat,417,2024-03-01,2024-09-28,417,5,1,[629]
367,"Dokki, Nile Corniche, Building 747, Floor 7",3,3,2000,House,66,2024-03-01,2025-01-06,66,1,2,"[548, 734]"
368,"Maadi, El Nil Street, Building 169, Floor 4",1,3,1800,Room,704,2024-03-01,2024-09-25,704,2,4,"[521, 183, 768, 166]"
369,"Dokki, Tahrir Street, Building 281, Floor 10",3,1,1500,House,950,2024-03-01,2025-01-05,950,5,3,"[639, 453, 537]"
370,"Heliopolis, Nile Corniche, Building 610, Floor 2",2,3,2000,House,283,2024-03-01,2024-09-18,283,5,2,"[684, 964]"
371,"Zamalek, Pyramids Street, Building 261, Floor 11",2,3,1800,Flat,93,2024-03-01,2025-02-20,93,2,2,"[651, 402]"
372,"Zamalek, Nile Corniche, Building 556, Floor 4",3,2,3000,House,857,2024-03-01,2024-07-18,857,1,0,
373,"Zamalek, Pyramids Street, Building 940, Floor 12",2,3,2500,Room,151,2024-03-01,2025-02-13,151,4,3,"[540, 122, 812]"
374,"Maadi, Tahrir Street, Building 351, Floor 2",2,2,1500,Flat,716,2024-03-01,2024-08-23,716,1,4,"[656, 117, 204, 479]"
375,"Dokki, Nile Corniche, Building 16, Floor 8",2,2,1500,Flat,137,2024-03-01,2024-06-17,137,3,3,"[784, 230, 936]"
376,"Dokki, Nile Corniche, Building 254, Floor 4",2,1,2500,Flat,62,2024-03-01,2024-10-26,62,3,0,
377,"Zamalek, Tahrir Street, Building 330, Floor 11",1,1,3000,Room,274,2024-03-01,2024-08-07,274,2,3,"[142, 538, 781]"
378,"Dokki, Sphinx Street, Building 612, Floor 9",1,1,2000,Flat,874,2024-03-01,2025-01-28,874,1,0,
379,"Zamalek, Tahrir Street, Building 334, Floor 13",2,1,1500,Room,881,2024-03-01,2024-10-20,881,2,4,"[6, 80, 82, 737]"
380,"Zamalek, Nile Corniche, Building 101, Floor 9",4,2,1800,Flat,962,2024-03-01,2025-01-12,962,5,0,
381,"Mohandessin, Sphinx Street, Building 1, Floor 6",1,2,1500,Flat,642,2024-03-01,2024-06-30,642,5,1,[523]
382,"Zamalek, Pyramids Street, Building 861, Floor 6",3,1,3000,Room,474,2024-03-01,2024-05-30,474,5,3,"[884, 271, 196]"
383,"Maadi, El Nil Street, Building 521, Floor 3",1,2,1500,Flat,648,2024-03-01,2024-06-03,648,3,0,
384,"Heliopolis, Tahrir Street, Building 599, Floor 13",1,3,2000,Flat,575,2024-03-01,2024-06-20,575,1,0,
385,"Mohandessin, El Nil Street, Building 509, Floor 3",1,3,2800,House,218,2024-03-01,2024-10-08,218,4,4,"[765, 827, 961, 763]"
386,"Zamalek, Tahrir Street, Building 338, Floor 5",4,2,1800,House,913,2024-03-01,2024-11-12,913,4,0,
387,"Zamalek, El Nil Street, Building 466, Floor 10",4,3,3000,Room,536,2024-03-01,2024-10-15,536,4,4,"[580, 283, 217, 767]"
388,"Maadi, El Nil Street, Building 432, Floor 3",3,1,2800,Room,55,2024-03-01,2024-08-17,55,2,3,"[454, 128, 821]"
389,"Maadi, Tahrir Street, Building 435, Floor 3",3,2,2800,House,313,2024-03-01,2024-12-14,313,1,2,"[932, 542]"
390,"Dokki, Tahrir Street, Building 148, Floor 12",4,3,1500,Room,547,2024-03-01,2024-12-10,547,3,0,
391,"Mohandessin, El Nil Street, Building 324, Floor 5",1,3,2800,Flat,138,2024-03-01,2025-02-22,138,5,3,"[861, 356, 745]"
392,"Zamalek, Sphinx Street, Building 415, Floor 6",1,2,1500,House,746,2024-03-01,2025-01-07,746,5,2,"[672, 993]"
393,"Mohandessin, Nile Corniche, Building 56, Floor 12",2,1,1800,Flat,867,2024-03-01,2024-12-22,867,1,2,"[90, 299]"
394,"Heliopolis, Pyramids Street, Building 579, Floor 3",3,3,3000,Flat,766,2024-03-01,2024-12-08,766,4,3,"[157, 995, 2]"
395,"Mohandessin, Tahrir Street, Building 590, Floor 2",4,1,1800,Flat,358,2024-03-01,2024-11-23,358,5,4,"[801, 963, 796, 845]"
396,"Dokki, Sphinx Street, Building 92, Floor 10",3,3,2000,Flat,304,2024-03-01,2024-10-02,304,2,3,"[650, 410, 226]"
397,"Heliopolis, Nile Corniche, Building 534, Floor 3",1,1,2500,House,514,2024-03-01,2024-09-01,514,5,2,"[250, 974]"
398,"Mohandessin, Tahrir Street, Building 395, Floor 2",1,1,2800,House,719,2024-03-01,2024-10-19,719,2,0,
399,"Zamalek, Sphinx Street, Building 928, Floor 2",1,3,2500,Room,342,2024-03-01,2024-11-22,342,5,3,"[477, 547, 277]"
400,"Maadi, El Nil Street, Building 916, Floor 13",2,1,1500,Flat,944,2024-03-01,2024-09-22,944,1,1,[169]
401,"Mohandessin, El Nil Street, Building 168, Floor 4",2,2,1500,Room,872,2024-03-01,2024-09-16,872,4,4,"[589, 595, 284, 578]"
402,"Dokki, El Nil Street, Building 331, Floor 8",4,3,1500,House,398,2024-03-01,2024-06-16,398,4,2,"[458, 483]"
403,"Heliopolis, Sphinx Street, Building 127, Floor 6",1,1,2000,Flat,833,2024-03-01,2024-09-25,833,3,0,
404,"Maadi, El Nil Street, Building 893, Floor 12",4,3,2000,House,168,2024-03-01,2024-12-03,168,4,2,"[399, 260]"
405,"Maadi, Sphinx Street, Building 796, Floor 8",3,3,2000,House,562,2024-03-01,2025-02-12,562,4,2,"[63, 168]"
406,"Heliopolis, Sphinx Street, Building 721, Floor 1",3,1,2200,House,714,2024-03-01,2024-08-12,714,5,4,"[382, 369, 871, 177]"
407,"Dokki, Tahrir Street, Building 690, Floor 8",4,1,1800,Flat,56,2024-03-01,2024-12-17,56,3,3,"[683, 665, 270]"
